Business,Category,Component,Latitude,Lifeline,Longitude,Source,Lifeline Name,Zipcode,Mean
Amber Jar Pharmacy,pharmacy,Health Supply Chain,29.7321967,3,-95.4889339,Google,Health & Medical,77057,Above
Medic Pharmacy,pharmacy,Health Supply Chain,29.689792999999998,3,-95.442981,Google,Health & Medical,77025,Above
Walmart Pharmacy,pharmacy,Health Supply Chain,29.772677500000004,3,-95.401437,Google,Health & Medical,77007,Above
BCP Veterinary Pharmacy,pharmacy,Health Supply Chain,29.744363500000002,3,-95.3665988,Google,Health & Medical,77002,Above
SSP2 Pharmacy,pharmacy,Health Supply Chain,29.790467,3,-95.778636,Google,Health & Medical,77449,Below
CarePoint Pharmacy,pharmacy,Health Supply Chain,29.746861,3,-95.6051999,Google,Health & Medical,77077,Above
Bellicum Pharmaceuticals,Pharmaceutical company,Health Supply Chain,29.70656769999999,3,-95.4074897,Google,Health & Medical,77030,Above
Mylan Bertwk Pharmaceuticals,Pharmaceutical company,Health Supply Chain,29.6348435,3,-95.5984978,Google,Health & Medical,77478,Above
"QuVa Pharma, Inc.",Pharmaceutical company,Health Supply Chain,29.641292,3,-95.610489,Google,Health & Medical,77478,Above
PLx Pharma Inc.,Pharmaceutical company,Health Supply Chain,29.681937199999997,3,-95.3892292,Google,Health & Medical,77054,Above
Polymed Therapeutics Inc,Pharmaceutical company,Health Supply Chain,29.734978499999997,3,-95.4627916,Google,Health & Medical,77027,Above
"Fabre-Kramer Pharmaceuticals, Inc.",Pharmaceutical company,Health Supply Chain,29.7494544,3,-95.4819689,Google,Health & Medical,77057,Above
Interpath Pharmaceuticals Inc.,Pharmaceutical company,Health Supply Chain,29.756832,3,-95.3654882,Google,Health & Medical,77010,Above
Encysive Pharmaceuticals Inc,Pharmaceutical company,Health Supply Chain,29.724975300000004,3,-95.455663,Google,Health & Medical,77027,Above
PET Net Pharmaceuticals Inc,Pharmaceutical company,Health Supply Chain,29.697003499999997,3,-95.3999103,Google,Health & Medical,77030,Above
PCCA,Pharmaceutical company,Health Supply Chain,29.671913,3,-95.569351,Google,Health & Medical,77099,Below
"Oncolix, Inc.",Pharmaceutical company,Health Supply Chain,29.9928917,3,-95.4841407,Google,Health & Medical,77068,Below
Biological Pharmacuetical,Pharmaceutical company,Health Supply Chain,29.7203313,3,-95.4982572,Google,Health & Medical,77081,Above
Alcon Manufacturing,Pharmaceutical company,Health Supply Chain,29.6737838,3,-95.424247,Google,Health & Medical,77025,Above
Southside Group of Companies,Pharmaceutical company,Health Supply Chain,29.696788399999996,3,-95.4130552,Google,Health & Medical,77030,Above
Boehringer Ingelheim Corporation,Pharmaceutical company,Health Supply Chain,29.543257,3,-95.063858,Google,Health & Medical,77565,Below
ESSA Pharmaceuticals Corp,Pharmaceutical company,Health Supply Chain,29.7600418,3,-95.362107,Google,Health & Medical,77010,Above
Amerisource Bergen,Pharmaceutical company,Health Supply Chain,29.644902000000002,3,-95.6051099,Google,Health & Medical,77478,Above
Pharmscript,Pharmaceutical company,Health Supply Chain,29.79115569999999,3,-95.71694040000001,Google,Health & Medical,77094,Below
Linse Pharmaceutical,Pharmaceutical company,Health Supply Chain,29.715643300000004,3,-95.4969544,Google,Health & Medical,77081,Above
"Pioneer Research Solutions, Inc",Pharmaceutical company,Health Supply Chain,29.659133100000002,3,-95.5674297,Google,Health & Medical,77031,Below
Medical Center Shell,servicestations,Fuel,29.706535,4,-95.412963,Yelp,Energy,77030,Above
Mobil,servicestations,Fuel,29.762318699999998,4,-95.46704100000001,Yelp,Energy,77056,Above
Kroger,servicestations,Fuel,29.773534774780305,4,-95.39037322998051,Yelp,Energy,77007,Above
Roberts Mobil Car Care Center,servicestations,Fuel,29.742008000000002,4,-95.441978,Yelp,Energy,77027,Above
Houston Biodiesel,servicestations,Fuel,29.8033468314086,4,-95.4194407521148,Yelp,Energy,77008,Above
Bounce Energy,utilities,Temporary Power,29.7331398,4,-95.43547009999999,Yelp,Energy,77046,Above
Kroger Fuel Center,servicestations,Fuel,29.789849147200602,4,-95.4099217057228,Yelp,Energy,77008,Above
Griddy,utilities,Temporary Power,29.9359,4,-95.41356999999999,Yelp,Energy,77060,Below
Shell Service Stations,servicestations,Fuel,29.734759999999998,4,-95.3904699,Yelp,Energy,77006,Above
Reliant Energy,utilities,Temporary Power,29.7543773651123,4,-95.36511993408199,Yelp,Energy,77010,Above
Cullen and Polk Auto Service,servicestations,Fuel,29.73958,4,-95.3387,Yelp,Energy,77003,Above
Discount Power,utilities,Temporary Power,29.759144,4,-95.36766170000001,Yelp,Energy,77201,Above
Shell,servicestations,Fuel,29.7298641204834,4,-95.41809844970699,Yelp,Energy,77098,Above
Kroger Fuel Center,servicestations,Fuel,29.6953222,4,-95.4154652,Yelp,Energy,77030,Above
Energy Ogre,utilities,Temporary Power,29.7302941,4,-95.44068299999999,Yelp,Energy,77046,Above
Chevron,servicestations,Fuel,29.7763949466389,4,-95.4276234720158,Yelp,Energy,77007,Above
Shell,servicestations,Fuel,29.7659586,4,-95.4095918,Yelp,Energy,77007,Above
Centerpoint Energy Houston,utilities,Temporary Power,29.75712,4,-95.36442,Yelp,Energy,77010,Above
Gulf,servicestations,Fuel,29.806350613249503,4,-95.42946871710207,Yelp,Energy,77008,Above
Constellation,utilities,Temporary Power,29.757871,4,-95.367398,Yelp,Energy,77010,Above
Amigo Energy,utilities,Temporary Power,29.7398283,4,-95.4672806,Yelp,Energy,77056,Above
Entrust Energy,utilities,Temporary Power,29.7555418947706,4,-95.361631015097,Yelp,Energy,77010,Above
Weslayan Exxon,servicestations,Fuel,29.72809980000001,4,-95.4418488,Yelp,Energy,77046,Above
Green Mountain Energy,utilities,Temporary Power,29.75712,4,-95.36442,Yelp,Energy,77010,Above
Shell,servicestations,Fuel,29.739009999999997,4,-95.3916,Yelp,Energy,77006,Above
Kroger Fuel Center,servicestations,Fuel,29.828384399999997,4,-95.43171690000001,Yelp,Energy,77018,Above
Mid-Town Chevron Service Station,servicestations,Fuel,29.739009999999997,4,-95.39079,Yelp,Energy,77006,Above
Chevron,servicestations,Fuel,29.7296037406988,4,-95.4417484626174,Yelp,Energy,77046,Above
Vista Energy Marketing,utilities,Temporary Power,29.7340621948242,4,-95.3929672241211,Yelp,Energy,77006,Above
Astrodome Texaco,servicestations,Fuel,29.694055,4,-95.414333,Yelp,Energy,77054,Above
Direct Energy,utilities,Temporary Power,29.7330728,4,-95.43570820000001,Yelp,Energy,77046,Above
Exxon Company U S A,servicestations,Fuel,29.723148,4,-95.377845,Yelp,Energy,77004,Above
Shell,servicestations,Fuel,29.73129,4,-95.419111,Yelp,Energy,77098,Above
Gulf,servicestations,Fuel,29.7422708,4,-95.3591546,Yelp,Energy,77003,Above
Shell,servicestations,Fuel,29.729290000000002,4,-95.42756999999999,Yelp,Energy,77098,Above
Katy Freeway Texaco,servicestations,Fuel,29.77672,4,-95.417488,Yelp,Energy,77007,Above
Direct Energy,utilities,Temporary Power,29.733067274315,4,-95.4354272480196,Yelp,Energy,77046,Above
Little Buddy Convenience Store,servicestations,Fuel,29.7804107666016,4,-95.38220977783199,Yelp,Energy,77009,Above
Chevron,servicestations,Fuel,29.7163352966309,4,-95.3813247680664,Yelp,Energy,77004,Above
Citgo,servicestations,Fuel,29.6986456551479,4,-95.3865535258282,Yelp,Energy,77004,Above
Valero,servicestations,Fuel,29.691949800000003,4,-95.44042209999999,Yelp,Energy,77025,Above
Jensen Gas And Food,servicestations,Fuel,29.82834,4,-95.34225,Yelp,Energy,77093,Above
Real Simple Energy,electricitysuppliers,Temporary Power,29.732229999999998,4,-95.41345,Yelp,Energy,77098,Above
Pilot Travel Center,servicestations,Fuel,29.80025,4,-95.26765,Yelp,Energy,77013,Below
Infuse Energy,electricitysuppliers,Temporary Power,29.73144000000001,4,-95.41020999999999,Yelp,Energy,77098,Above
Busy Bee,servicestations,Fuel,29.70112,4,-95.37165,Yelp,Energy,77021,Above
Ekko Fuels & Oil,servicestations,Fuel,29.7319700519874,4,-95.46788098112991,Yelp,Energy,77027,Above
Exxon Company U S A,servicestations,Fuel,29.7787,4,-95.28447,Yelp,Energy,77020,Above
Texaco Dunlavy Mart,servicestations,Fuel,29.7573928833008,4,-95.40213012695308,Yelp,Energy,77019,Above
Kroger Fuel Center,servicestations,Fuel,29.6692089835551,4,-95.46368591487408,Yelp,Energy,77096,Below
Nomaan's Shell,servicestations,Fuel,29.840763092041,4,-95.4292831420898,Yelp,Energy,77018,Above
Chevron Stations,servicestations,Fuel,29.702766418457,4,-95.30394744873051,Yelp,Energy,77087,Above
Byrd's Svc,servicestations,Fuel,29.833859999999998,4,-95.31921,Yelp,Energy,77028,Below
MXenergy,servicestations,Fuel,29.76012,4,-95.3656,Yelp,Energy,77201,Above
Cullen Mobil Et,servicestations,Fuel,29.655140999999997,4,-95.355056,Yelp,Energy,77051,Below
Heights Market,servicestations,Fuel,29.799232,4,-95.41190151125193,Yelp,Energy,77008,Above
Shell Service Stations,servicestations,Fuel,29.77709,4,-95.29074,Yelp,Energy,77020,Above
Almeda Food Store,servicestations,Fuel,29.681350708007802,4,-95.3934860229492,Yelp,Energy,77054,Above
Love's Travel Stop,servicestations,Fuel,29.797476407396804,4,-95.3698277883606,Yelp,Energy,77009,Above
Kirby Shell & Auto Repair,servicestations,Fuel,29.706490000000002,4,-95.41797,Yelp,Energy,77030,Above
Exxon,servicestations,Fuel,29.730657,4,-95.427787,Yelp,Energy,77046,Above
Phillips 66 Company,servicestations,Fuel,29.808009999999996,4,-95.44136,Yelp,Energy,77008,Above
Studemont Shell,servicestations,Fuel,29.77585,4,-95.39474,Yelp,Energy,77007,Above
Chevron,servicestations,Fuel,29.731370000000002,4,-95.38233000000001,Yelp,Energy,77006,Above
Exxon,servicestations,Fuel,29.725179999999998,4,-95.41816,Yelp,Energy,77098,Above
Texaco,servicestations,Fuel,29.760192699999998,4,-95.36938959999999,Yelp,Energy,77201,Above
Shell,servicestations,Fuel,29.6549514235821,4,-95.26381220926208,Yelp,Energy,77061,Above
Chevron,servicestations,Fuel,29.749190000000002,4,-95.37528,Yelp,Energy,77002,Above
Murphy USA,servicestations,Fuel,29.78729892504711,4,-95.4664288943358,Yelp,Energy,77055,Above
Citgo,servicestations,Fuel,29.7715846111548,4,-95.39672688644494,Yelp,Energy,77007,Above
Jeffy's Exxon No 2,servicestations,Fuel,29.727459999999997,4,-95.35029,Yelp,Energy,77003,Above
Exxon,servicestations,Fuel,29.75715,4,-95.39265999999999,Yelp,Energy,77019,Above
Exxon Company U S A Complete Auto Repar Twng Srvce,servicestations,Fuel,29.7145684,4,-95.3157367,Yelp,Energy,77023,Below
Exxon Company U S A Complete Auto Repar Twng Srvce,servicestations,Fuel,29.7751,4,-95.30145999999999,Yelp,Energy,77020,Above
Murphy Express,servicestations,Fuel,29.8114819439266,4,-95.4287008736921,Yelp,Energy,77008,Above
Exxon Gas Station,servicestations,Fuel,29.7692793894838,4,-95.3920214577535,Yelp,Energy,77007,Above
Shell,servicestations,Fuel,29.814889969664698,4,-95.4597829654813,Yelp,Energy,77092,Above
Shell,servicestations,Fuel,29.8474882945786,4,-95.4116071719365,Yelp,Energy,77018,Above
Valero,servicestations,Fuel,29.741607316737397,4,-95.3765084742066,Yelp,Energy,77002,Above
Shell Gas Station,servicestations,Fuel,29.6727905,4,-95.2766571,Yelp,Energy,77017,Above
Fuel Depot No Six,servicestations,Fuel,29.703147888183604,4,-95.27835083007808,Yelp,Energy,77012,Below
Shepherd Shell,servicestations,Fuel,29.77828,4,-95.40915,Yelp,Energy,77007,Above
Circle K,servicestations,Fuel,29.716070000000002,4,-95.46835,Yelp,Energy,77401,Above
CJs Shell,servicestations,Fuel,29.870742136596107,4,-95.314245633781,Yelp,Energy,77016,Below
Chevron,servicestations,Fuel,29.689545768496103,4,-95.45825578272341,Yelp,Energy,77401,Above
Sunmart,servicestations,Fuel,29.8456115722656,4,-95.4590225219727,Yelp,Energy,77092,Above
Chevron,servicestations,Fuel,29.744290957996697,4,-95.3576159477234,Yelp,Energy,77003,Above
Tara Energy,utilities,Temporary Power,29.739294,4,-95.467438,Yelp,Energy,77056,Above
Love's Travel Stop,servicestations,Fuel,29.7986171665729,4,-95.2690789510651,Yelp,Energy,77013,Below
Shell,servicestations,Fuel,29.768849912664,4,-95.3878334662737,Yelp,Energy,77007,Above
Exxon Company U S A,servicestations,Fuel,29.8033618927002,4,-95.37158203125,Yelp,Energy,77009,Above
Exxon,servicestations,Fuel,29.716582610008203,4,-95.35421716258509,Yelp,Energy,77021,Above
Chevron Station,servicestations,Fuel,29.7062473297119,4,-95.4675445556641,Yelp,Energy,77401,Above
Shell,servicestations,Fuel,29.713791171338002,4,-95.3812790164377,Yelp,Energy,77004,Above
Chevron,servicestations,Fuel,29.7555,4,-95.3616,Yelp,Energy,77010,Above
Chevron Gas Station,servicestations,Fuel,29.754927000000002,4,-95.336517,Yelp,Energy,77003,Above
Exxon,servicestations,Fuel,29.7768117473357,4,-95.4184082538814,Yelp,Energy,77007,Above
Shell Station,servicestations,Fuel,29.7610244750977,4,-95.41883087158199,Yelp,Energy,77007,Above
Texaco,servicestations,Fuel,29.808192,4,-95.3177,Yelp,Energy,77026,Above
Shell,servicestations,Fuel,29.70634,4,-95.34378000000001,Yelp,Energy,77021,Above
Shell,servicestations,Fuel,29.773664748326997,4,-95.3158390674625,Yelp,Energy,77020,Above
Shell,servicestations,Fuel,29.808833877361398,4,-95.44270567595959,Yelp,Energy,77008,Above
Valero,servicestations,Fuel,29.81702,4,-95.4360372,Yelp,Energy,77018,Above
Exxon Star Stop,servicestations,Fuel,29.81359,4,-95.39997,Yelp,Energy,77008,Above
Shell,servicestations,Fuel,29.74772,4,-95.37286,Yelp,Energy,77002,Above
Coastal Express,servicestations,Fuel,29.685543060302702,4,-95.28992462158199,Yelp,Energy,77087,Above
Citgo,servicestations,Fuel,29.7344,4,-95.419,Yelp,Energy,77098,Above
Shell Woodridge,servicestations,Fuel,29.702375,4,-95.294708,Yelp,Energy,77087,Above
Reed Mart,servicestations,Fuel,29.65738,4,-95.38598,Yelp,Energy,77051,Below
Chevron,servicestations,Fuel,29.74675,4,-95.45574,Yelp,Energy,77027,Above
Eastex Exxon Car Care Center,servicestations,Fuel,29.871175,4,-95.33073399999999,Yelp,Energy,77093,Above
Exxonmobil,servicestations,Fuel,29.8081658,4,-95.4551051,Yelp,Energy,77092,Above
Monroe's Texaco,servicestations,Fuel,29.67233,4,-95.265487,Yelp,Energy,77017,Above
Gulfway Quick Mart,servicestations,Fuel,29.67551,4,-95.26884,Yelp,Energy,77017,Above
LifeEnergy,utilities,Temporary Power,29.7465703,4,-95.45767540000001,Yelp,Energy,77027,Above
Trusmart Energy,utilities,Temporary Power,29.734520500000002,4,-95.42490749999999,Yelp,Energy,77098,Above
Shell,servicestations,Fuel,29.7317515358088,4,-95.3757767302137,Yelp,Energy,77004,Above
Shell,servicestations,Fuel,29.6798459940955,4,-95.40247589349752,Yelp,Energy,77054,Above
Circle K,servicestations,Fuel,29.682523,4,-95.423146,Yelp,Energy,77025,Above
First Choice Power,utilities,Temporary Power,29.7312393188477,4,-95.43492889404301,Yelp,Energy,77046,Above
Citgo,servicestations,Fuel,29.7423649227608,4,-95.4110374311586,Yelp,Energy,77019,Above
Shell,servicestations,Fuel,29.8124141764931,4,-95.41307211719901,Yelp,Energy,77008,Above
Murphy,servicestations,Fuel,29.820031837213996,4,-95.425904,Yelp,Energy,77018,Above
South Main Mobil Et,servicestations,Fuel,29.6849689483643,4,-95.4228134155273,Yelp,Energy,77025,Above
Sunrise Fuel,servicestations,Fuel,29.807109999999998,4,-95.26194,Yelp,Energy,77013,Below
Phillips 66,servicestations,Fuel,29.69649,4,-95.41798,Yelp,Energy,77030,Above
Citgo,servicestations,Fuel,29.695003000000003,4,-95.301704,Yelp,Energy,77087,Above
PowerFuel,servicestations,Fuel,29.661009999999997,4,-95.277198,Yelp,Energy,77061,Above
Exxon,servicestations,Fuel,29.744444348920805,4,-95.35739506433607,Yelp,Energy,77003,Above
Continuum Energy,utilities,Temporary Power,29.754756,4,-95.369798,Yelp,Energy,77002,Above
Shell,servicestations,Fuel,29.69135,4,-95.43966999999999,Yelp,Energy,77025,Above
Valero,servicestations,Fuel,29.72275,4,-95.37847,Yelp,Energy,77004,Above
Zakaria Abdul,servicestations,Fuel,29.73644,4,-95.34746,Yelp,Energy,77003,Above
Gasoline,servicestations,Fuel,29.73593,4,-95.34673000000001,Yelp,Energy,77003,Above
Chevron Service Station,servicestations,Fuel,29.698347246960306,4,-95.3876562193661,Yelp,Energy,77030,Above
Murphy USA,servicestations,Fuel,29.828661999999998,4,-95.3787383,Yelp,Energy,77022,Below
Check Out,servicestations,Fuel,29.696479999999998,4,-95.30125,Yelp,Energy,77087,Above
Shell,servicestations,Fuel,29.74053,4,-95.45903,Yelp,Energy,77027,Above
Exxon Company U S A Complete Auto Repar Twng Srvce,servicestations,Fuel,29.813331604003896,4,-95.42974853515621,Yelp,Energy,77008,Above
Chevron Station Houston,servicestations,Fuel,29.681351,4,-95.393489,Yelp,Energy,77054,Above
Star Stop,servicestations,Fuel,29.679394,4,-95.394182,Yelp,Energy,77054,Above
Valero,servicestations,Fuel,29.659779999999998,4,-95.31259,Yelp,Energy,77033,Below
Shell,servicestations,Fuel,29.66392,4,-95.4636,Yelp,Energy,77096,Below
Floyd's Premier Service Station,servicestations,Fuel,29.8634449392557,4,-95.44403806328769,Yelp,Energy,77091,Below
Shell Gas station,servicestations,Fuel,29.716969,4,-95.46100899999999,Yelp,Energy,77401,Above
Electricity For Houston,utilities,Temporary Power,29.756090000000004,4,-95.36806999999999,Yelp,Energy,77002,Above
Shell Gas Station,servicestations,Fuel,29.68414000000001,4,-95.27760490000001,Yelp,Energy,77017,Above
Shell,servicestations,Fuel,29.76072000000001,4,-95.34905,Yelp,Energy,77003,Above
Reliant Energy,utilities,Temporary Power,29.765272140502898,4,-95.3657684326172,Yelp,Energy,77201,Above
Citgo,servicestations,Fuel,29.765272140502898,4,-95.3657684326172,Yelp,Energy,77201,Above
Texaco,servicestations,Fuel,29.74757,4,-95.37042,Yelp,Energy,77002,Above
Bounce Energy,electricitysuppliers,Temporary Power,29.74875,4,-95.38309,Yelp,Energy,77006,Above
Shell,servicestations,Fuel,29.7690857207123,4,-95.3878272088493,Yelp,Energy,77007,Above
Circle K,servicestations,Fuel,29.74493,4,-95.39166999999999,Yelp,Energy,77006,Above
Think Energy,utilities,Temporary Power,29.7452238,4,-95.46284969999999,Yelp,Energy,77056,Above
Irvingston Shell,servicestations,Fuel,29.81337000000001,4,-95.36166,Yelp,Energy,77022,Below
Shell Service Stations,servicestations,Fuel,29.728153000000002,4,-95.44075699999999,Yelp,Energy,77046,Above
Shell,servicestations,Fuel,29.7465,4,-95.44198,Yelp,Energy,77027,Above
Circle K,servicestations,Fuel,29.71596,4,-95.45102,Yelp,Energy,77401,Above
Exxon,servicestations,Fuel,29.707714762291,4,-95.4683959242323,Yelp,Energy,77401,Above
Payless Power Texas,electricitysuppliers,Temporary Power,32.7781600952148,4,-96.79540252685551,Yelp,Energy,75202,Below
"Sun Coast Resources, Inc.",Fuel supplier,Fuel,29.80194359999999,4,-95.3045223,Google,Energy,77026,Above
Apache Oil Company,Fuel supplier,Fuel,29.664982199999997,4,-95.164305,Google,Energy,77505,Below
Moffitt Services,Fuel supplier,Fuel,30.0254865,4,-95.6964001,Google,Energy,77377,Below
PE Fuels International,Fuel supplier,Fuel,29.7372033,4,-95.4613183,Google,Energy,77027,Above
Premier Fuel Distributors,Fuel supplier,Fuel,29.73431619999999,4,-95.5006414,Google,Energy,77063,Above
Dan Bunkering America Inc,Fuel supplier,Fuel,29.7776626,4,-95.54261609999999,Google,Energy,77024,Below
Kinder Morgan Inc,Fuel supplier,Fuel,29.740558,4,-95.2500079,Google,Energy,77547,Below
Kinder Morgan Inc,Fuel supplier,Fuel,29.7093435,4,-95.2504811,Google,Energy,77012,Below
"Three L., Inc.",Fuel supplier,Fuel,29.633475,4,-95.405687,Google,Energy,77045,Above
"Texas Fueling Services, Inc.",Fuel supplier,Fuel,29.8399419,4,-95.3257838,Google,Energy,77093,Above
C&W Veloce Services Diesel Fuel Purification,Fuel supplier,Fuel,30.0481857,4,-95.57749,Google,Energy,77379,Above
Relevant Fuel Solutions,Fuel supplier,Fuel,29.9981702,4,-95.3847595,Google,Energy,77073,Below
Petroleum Services,Fuel supplier,Fuel,29.867379600000003,4,-95.55104870000001,Google,Energy,77040,Above
Global Fuels,Fuel supplier,Fuel,29.600947499999997,4,-95.6373269,Google,Energy,77478,Above
Bay Oil Co,Fuel supplier,Fuel,29.4610391,4,-95.0585645,Google,Energy,77573,Above
Fuelco Energy,Fuel supplier,Fuel,29.7890705,4,-95.60152990000002,Google,Energy,77079,Above
World Energy,Fuel supplier,Fuel,29.7325268,4,-95.2186925,Google,Energy,77547,Below
Martin Energy Services,Fuel supplier,Fuel,29.7462173,4,-95.12271590000002,Google,Energy,77530,Below
Diesel Fuel Maintenance Inc,Fuel supplier,Fuel,29.664763,4,-95.03568790000001,Google,Energy,77571,Above
Lazer Energy Co Inc,Fuel supplier,Fuel,29.6270839,4,-95.25839470000001,Google,Energy,77075,Below
Colonial Pipeline Company,colonial pipeline,Fuel,29.71923869999999,4,-95.1827378,Google,Energy,77503,Below
Colonial Pipeline Co,colonial pipeline,Fuel,29.8882395,4,-95.106536,Google,Energy,77044,Above
Texican Natural Gas Co,gas company,Fuel,29.7576147,4,-95.37036590000001,Google,Energy,77002,Above
Contango Oil & Gas Co,gas company,Fuel,29.7616891,4,-95.3642277,Google,Energy,77201,Above
Penn Virginia Oil & Gas LP,gas company,Fuel,29.78625959999999,4,-95.66497120000001,Google,Energy,77094,Below
Oklahoma Natural Gas Co,gas company,Fuel,29.9465527,4,-95.4212707,Google,Energy,77060,Below
Matheson,gas company,Fuel,29.6329724,4,-95.5630421,Google,Energy,77477,Below
Cico Oil & Gas Co,gas company,Fuel,29.758426500000002,4,-95.47978470000001,Google,Energy,77056,Above
KERR-MCGEE OIL & GAS ONSHORE LLC,gas company,Fuel,29.94236119999999,4,-95.4023672,Google,Energy,77060,Below
AB Gas Company,gas company,Fuel,29.804407,4,-95.467516,Google,Energy,77092,Above
Cabot Oil & Gas Corporation,gas company,Fuel,29.7780314,4,-95.5427867,Google,Energy,77080,Below
Apache Corporation,gas company,Fuel,29.744686699999995,4,-95.4616308,Google,Energy,77056,Above
Northern Natural Gas,gas company,Fuel,29.757348999999998,4,-95.3719384,Google,Energy,77002,Above
GE Oil & Gas,gas company,Fuel,29.873989,4,-95.5670606,Google,Energy,77041,Above
CDM Max LLC,gas company,Fuel,29.757351899999996,4,-95.37185040000001,Google,Energy,77002,Above
Eagle Ford Oil & Gas,gas company,Fuel,29.5455522,4,-95.1032851,Google,Energy,77058,Above
Carrizo Oil & Gas Inc,gas company,Fuel,29.757653899999998,4,-95.3705237,Google,Energy,77002,Above
Superior Natural Gas Corporation,gas company,Fuel,29.75770300000001,4,-95.3688423,Google,Energy,77002,Above
Marubeni Oil & Gas USA Inc,gas company,Fuel,29.7776341,4,-95.6188252,Google,Energy,77079,Above
Florida Gas Transmission Co,gas company,Fuel,29.7392337,4,-95.4634689,Google,Energy,77027,Above
Hew-Tex Oil & Gas Corporation,gas company,Fuel,29.7283,4,-95.575594,Google,Energy,77042,Above
Choice Natural Gas LP,gas company,Fuel,29.7497206,4,-95.4648025,Google,Energy,77056,Above
Willis Electrical Solutions & Supply,Electrical equipment supplier,Temporary Power,29.957829999999998,4,-95.5206324,Google,Energy,77066,Below
Schneider Electric,Electrical equipment supplier,Temporary Power,29.9421357,4,-95.5063357,Google,Energy,77066,Below
ERCO Electrical Redesign Co,Electrical equipment supplier,Temporary Power,29.758326,4,-95.316828,Google,Energy,77020,Above
Clayton Control Systems,Electrical equipment supplier,Temporary Power,29.865273900000002,4,-95.4940165,Google,Energy,77040,Above
Sunbelt Rentals Power & HVAC,Electrical equipment supplier,Temporary Power,29.707655,4,-95.221064,Google,Energy,77506,Below
"Kaman Automation, Inc.",Electrical equipment supplier,Temporary Power,29.940484,4,-95.5220223,Google,Energy,77064,Below
"Siemens Energy, Inc.",Electrical equipment supplier,Temporary Power,29.779404200000002,4,-95.625591,Google,Energy,77079,Above
Powell Industries,Electrical equipment supplier,Temporary Power,29.650802000000002,4,-95.296544,Google,Energy,77061,Above
Powell Industries Corporate Division,Electrical equipment supplier,Temporary Power,29.644837,4,-95.253682,Google,Energy,77061,Above
Source IEx,Electrical equipment supplier,Temporary Power,30.054655,4,-95.43992,Google,Energy,77388,Below
Wildcat Electric Supply Ltd,Electrical equipment supplier,Temporary Power,29.7596973,4,-95.31400800000002,Google,Energy,77020,Above
"Electrical & HVAC Supply, LLC.",Electrical equipment supplier,Temporary Power,29.704906899999997,4,-95.5756326,Google,Energy,77072,Below
Power Up Surplus Inc,Electrical equipment supplier,Temporary Power,29.6265094,4,-95.2738742,Google,Energy,77075,Below
Double E Engineering Technical,Electrical equipment supplier,Temporary Power,29.8494766,4,-95.4947695,Google,Energy,77092,Above
Power Temp Systems Inc,Electrical equipment supplier,Temporary Power,29.9353142,4,-95.365511,Google,Energy,77060,Below
Griffin Machine Works LLC - Oil Field Equipment and Electrical Blueprints in Houston TX,Electrical equipment supplier,Temporary Power,29.8573776,4,-95.5591626,Google,Energy,77041,Above
Industrial Equipment Co,Electrical equipment supplier,Temporary Power,29.692241999999997,4,-95.3267168,Google,Energy,77087,Above
Volta LLC,Electrical equipment supplier,Temporary Power,29.947303899999998,4,-95.4494568,Google,Energy,77067,Below
Live Line Electrical Safety Services,Electrical equipment supplier,Temporary Power,29.5772576,4,-95.285702,Google,Energy,77581,Below
"IES - Industrial Electronic Supply, Inc.",Electrical equipment supplier,Temporary Power,29.8564565,4,-95.5254954,Google,Energy,77040,Above
Fry Road Substation,Electrical substation,Power,29.9136685,4,-95.7261744,Google,Energy,77433,Below
Substation Services Inc,Electrical substation,Power,29.5625328,4,-95.3078881,Google,Energy,77581,Below
Eureka Sub.,Electrical substation,Power,29.7955078,4,-95.4340167,Google,Energy,77008,Above
Zenith Subtation (CNP),Electrical substation,Power,29.909584000000002,4,-95.7773689,Google,Energy,77433,Below
Galena Park sub,Electrical substation,Power,29.7458248,4,-95.23079,Google,Energy,77547,Below
Southwyck Substation,Electrical substation,Power,29.552623699999998,4,-95.3893598,Google,Energy,77584,Below
Electric Substation,Electrical substation,Power,29.7248641,4,-95.0602066,Google,Energy,77571,Above
Electric Substation,Electrical substation,Power,29.7228353,4,-95.0595411,Google,Energy,77571,Above
O'Brien Substation (CNP),Electrical substation,Power,29.6727771,4,-95.7154871,Google,Energy,77407,Below
Woodcreek Substation (CNP),Electrical substation,Power,29.787925599999998,4,-95.6207752,Google,Energy,77079,Above
Memorial Actual Substation (CNP),Electrical substation,Power,29.77103360000001,4,-95.6173249,Google,Energy,77077,Above
Memorial Mobile Substation (CNP),Electrical substation,Power,29.7712327,4,-95.6156673,Google,Energy,77079,Above
Kuykendahl Substation (CNP),Electrical substation,Power,30.0892571,4,-95.5257398,Google,Energy,77379,Above
W.A Parish Substation,Electrical substation,Power,29.4828469,4,-95.6302233,Google,Energy,77469,Below
Hidden Valley Substation (CNP),Electrical substation,Power,29.911298100000003,4,-95.4233291,Google,Energy,77038,Below
H.O Clarke Substation (CNP),Electrical substation,Power,29.65004849999999,4,-95.4486233,Google,Energy,77045,Above
Grant Substation (CNP),Electrical substation,Power,29.7033192,4,-95.401694,Google,Energy,77030,Above
Hyde Park Substation (CNP),Electrical substation,Power,29.747856899999995,4,-95.3840605,Google,Energy,77006,Above
