Business,Category,Component,Latitude,Lifeline,Longitude,Source,Lifeline Name,Zipcode,Mean
Gable St. Substation (CNP),Electrical substation,Power,29.762739899999996,4,-95.3522757,Google,Energy,77010,Above
Glendwood Substation (CNP),Electrical substation,Power,29.850762300000003,4,-95.2664031,Google,Energy,77078,Below
WA Parish Plant,power plant,Power,29.472617,4,-95.6439409,Google,Energy,77469,Below
Brazos Valley Energy Power Plant,power plant,Power,29.472493,4,-95.6231814,Google,Energy,77469,Below
Calpine Deer Park Energy Center,power plant,Power,29.7119946,4,-95.1340036,Google,Energy,77536,Below
P.H. Robinson Sub-station,power plant,Power,29.4921974,4,-94.9858522,Google,Energy,77539,Below
UH Central Power Plant,power plant,Power,29.721984499999998,4,-95.3420055,Google,Energy,77021,Above
NRG Energy - Greens Bayou Plant,power plant,Power,29.82161379999999,4,-95.21932659999999,Google,Energy,77013,Below
Biofuels Power Corporation,power plant,Power,29.650373300000002,4,-95.4509174,Google,Energy,77045,Above
Smith Power Systems,power plant,Power,29.939806,4,-95.404679,Google,Energy,77060,Below
McGrath Power Solutions Ltd,power plant,Power,29.7857018,4,-95.6637899,Google,Energy,77094,Below
"Texas Power Generation, LLC",power plant,Power,29.578721999999996,4,-95.106744,Google,Energy,77058,Above
NRG San Jacinto Power Plant,power plant,Power,29.694345000000002,4,-95.0402861,Google,Energy,77571,Above
EIF Channelview Cogeneration,power plant,Power,29.8382266,4,-95.124381,Google,Energy,77049,Below
Hydro Leduc,power plant,Power,29.791795399999998,4,-95.70993309999999,Google,Energy,77094,Below
Power Plant,power plant,Power,29.7265668,4,-95.0597902,Google,Energy,77571,Above
Kgen Power Corporation,power plant,Power,29.75343710000001,4,-95.4612242,Google,Energy,77056,Above
LaPorte Power Station,power plant,Power,29.7030064,4,-95.0718403,Google,Energy,77571,Above
Houston Lighting & Power Company,power plant,Power,29.746939899999997,4,-95.353434,Google,Energy,77003,Above
"TransCanada Turbines, Inc.",power plant,Power,29.944827000000004,4,-95.517379,Google,Energy,77066,Below
Siemens Energy Inc,power plant,Power,29.760978299999998,4,-95.3092807,Google,Energy,77020,Above
MAN Diesel & Turbo North America,power plant,Power,29.8030626,4,-95.5683662,Google,Energy,77043,Below
WA Parish Plant,nuclear power plant,Power,29.472617,4,-95.6439409,Google,Energy,77469,Below
Calpine Deer Park Energy Center,nuclear power plant,Power,29.7119946,4,-95.1340036,Google,Energy,77536,Below
Brazos Valley Energy Power Plant,nuclear power plant,Power,29.472493,4,-95.6231814,Google,Energy,77469,Below
Biofuels Power Corporation,nuclear power plant,Power,29.650373300000002,4,-95.4509174,Google,Energy,77045,Above
EIF Channelview Cogeneration,nuclear power plant,Power,29.8382266,4,-95.124381,Google,Energy,77049,Below
NRC Industries,nuclear power plant,Power,29.8754691,4,-95.5938184,Google,Energy,77041,Above
TH Wharton Generating Station,nuclear power plant,Power,29.9450784,4,-95.52774570000001,Google,Energy,77064,Below
Channel Energy Center,nuclear power plant,Power,29.718638000000002,4,-95.2320671,Google,Energy,77506,Below
GE Oil & Gas,nuclear power plant,Power,29.908555800000002,4,-95.4971123,Google,Energy,77086,Below
NRG Texas LLC,nuclear power plant,Power,29.4793017,4,-95.6312149,Google,Energy,77469,Below
"Gridforce Energy Management, LLC",nuclear power plant,Power,29.753374199999996,4,-95.3657403,Google,Energy,77002,Above
Kinder Morgan Energy,nuclear power plant,Power,29.53092999999999,4,-95.26637740000001,Google,Energy,77581,Below
NRG San Jacinto Power Plant,nuclear power plant,Power,29.694345000000002,4,-95.0402861,Google,Energy,77571,Above
GE Energy,nuclear power plant,Power,29.7560243,4,-95.1111836,Google,Energy,77530,Below
Crown Castle,houston cell towers,Infrastructure,29.731756,5,-95.368769,Google,Communication,77004,Above
American Tower Corporation,houston cell towers,Infrastructure,29.8169478,5,-95.1386783,Google,Communication,77049,Below
American Tower Corporation,houston cell towers,Infrastructure,29.8977762,5,-95.4421484,Google,Communication,77088,Below
American Tower Corporation,houston cell towers,Infrastructure,29.906499,5,-95.523814,Google,Communication,77064,Below
American Tower Corporation,houston cell towers,Infrastructure,29.647233899999996,5,-95.2585641,Google,Communication,77061,Above
Crown Castle International Corporation,houston cell towers,Infrastructure,29.7546665,5,-95.4831109,Google,Communication,77057,Above
American Tower Corporation,houston cell towers,Infrastructure,29.8359225,5,-95.37825129999999,Google,Communication,77022,Below
KPFT FM 90.1 Pacifica Radio,radiostations,Alerts & Warnings,29.743083953857397,5,-95.3866958618164,Yelp,Communication,77006,Above
Wells Fargo Bank,banks,Financial Services,29.75359535217289,5,-95.3985443115234,Yelp,Communication,77019,Above
KTSU 90.9 FM,radiostations,Alerts & Warnings,29.72018292793061,5,-95.35937455894519,Yelp,Communication,77004,Above
Houston Public Media News 88.7,radiostations,Alerts & Warnings,29.726556,5,-95.338962,Yelp,Communication,77003,Above
People's Trust Federal Credit Union,banks,Financial Services,29.759180100000005,5,-95.36719509999999,Yelp,Communication,77201,Above
Chase Bank,banks,Financial Services,29.757147999999997,5,-95.367954,Yelp,Communication,77002,Above
Federal Reserve Bank,banks,Financial Services,29.759940000000004,5,-95.38436999999999,Yelp,Communication,77002,Above
People's Trust Federal Credit Union,banks,Financial Services,29.732564,5,-95.46722,Yelp,Communication,77027,Above
Prosperity Bank - Heights,banks,Financial Services,29.807273179377,5,-95.399147381677,Yelp,Communication,77008,Above
Chase Bank,banks,Financial Services,29.734108180529297,5,-95.39067153733869,Yelp,Communication,77006,Above
Chase Bank,banks,Financial Services,29.747131,5,-95.377426,Yelp,Communication,77002,Above
Spirit Of Texas Bank,banks,Financial Services,29.7281,5,-95.44418,Yelp,Communication,77046,Above
KTRU FM 91.7 - Rice University Radio,radiostations,Alerts & Warnings,29.720531,5,-95.396408,Yelp,Communication,77004,Above
Navy Federal Credit Union,banks,Financial Services,29.688137,5,-95.4613313,Yelp,Communication,77401,Above
TDECU,banks,Financial Services,29.8024565592176,5,-95.4049543198653,Yelp,Communication,77008,Above
PrimeWay Federal Credit Union,banks,Financial Services,29.770165000000002,5,-95.399097,Yelp,Communication,77007,Above
Houston Federal Credit Union Kirby Office,banks,Financial Services,29.73312,5,-95.41804990000001,Yelp,Communication,77098,Above
Chase Bank,banks,Financial Services,29.769336,5,-95.39118,Yelp,Communication,77007,Above
94.5 THE BUZZ KTBZ-FM,radiostations,Alerts & Warnings,29.746767499999997,5,-95.4574043,Yelp,Communication,77027,Above
Chase Bank,banks,Financial Services,29.731264000000003,5,-95.4659862,Yelp,Communication,77027,Above
Allegiance Bank,banks,Financial Services,29.731155825577503,5,-95.4184410721064,Yelp,Communication,77098,Above
Frost,banks,Financial Services,29.718773,5,-95.4181935,Yelp,Communication,77005,Above
Bank of America,banks,Financial Services,29.75273,5,-95.40302,Yelp,Communication,77019,Above
Frost Bank,banks,Financial Services,29.732181,5,-95.433954,Yelp,Communication,77046,Above
Channel 13 Ktrk Tv,televisionstations,Alerts & Warnings,29.726020000000002,5,-95.42932990000001,Yelp,Communication,77046,Above
Capital One Bank,banks,Financial Services,29.693821848556105,5,-95.4130240136139,Yelp,Communication,77054,Above
Chase Bank,banks,Financial Services,29.692213,5,-95.416741,Yelp,Communication,77054,Above
JSC Federal Credit Union,banks,Financial Services,29.694060600000004,5,-95.26554200000001,Yelp,Communication,77017,Above
Wells Fargo Bank,banks,Financial Services,29.786377,5,-95.36113,Yelp,Communication,77009,Above
Technology Bytes on KPFT 90.1FM,radiostations,Alerts & Warnings,29.743083953857397,5,-95.3866958618164,Yelp,Communication,77006,Above
Wells Fargo Bank,banks,Financial Services,29.74648,5,-95.3786,Yelp,Communication,77002,Above
Wells Fargo Bank,banks,Financial Services,29.750729999999997,5,-95.46023000000001,Yelp,Communication,77056,Above
Wells Fargo Bank,banks,Financial Services,29.7056369781494,5,-95.4270477294922,Yelp,Communication,77030,Above
Hot 95.7 KKHH,radiostations,Alerts & Warnings,29.730529999999998,5,-95.44086999999999,Yelp,Communication,77046,Above
PrimeWay Federal Credit Union,banks,Financial Services,29.71153,5,-95.40015,Yelp,Communication,77030,Above
Wells Fargo Bank,banks,Financial Services,29.69026,5,-95.44139,Yelp,Communication,77025,Above
Chase Bank,banks,Financial Services,29.7738631702008,5,-95.399134,Yelp,Communication,77007,Above
Wells Fargo Bank,banks,Financial Services,29.7616943634963,5,-95.41897510244208,Yelp,Communication,77007,Above
Wells Fargo,banks,Financial Services,29.723701111107307,5,-95.4410091150963,Yelp,Communication,77046,Above
Amegy Bank,banks,Financial Services,29.776297999999997,5,-95.38196500000001,Yelp,Communication,77009,Above
Arrow 93.7 KKRW FM,radiostations,Alerts & Warnings,29.75712,5,-95.36442,Yelp,Communication,77010,Above
Wells Fargo Bank,banks,Financial Services,29.740541999999998,5,-95.418304,Yelp,Communication,77098,Above
Wells Fargo Bank,banks,Financial Services,29.8042,5,-95.4011,Yelp,Communication,77008,Above
Ktrh Am 740 Newsradio,radiostations,Alerts & Warnings,29.7438259124756,5,-95.3877944946289,Yelp,Communication,77006,Above
Chase Bank,banks,Financial Services,29.738176899999996,5,-95.41740390000001,Yelp,Communication,77098,Above
Houston Police Credit Union,banks,Financial Services,29.764297999999997,5,-95.37456,Yelp,Communication,77201,Above
Bank of America,banks,Financial Services,29.74667,5,-95.37217,Yelp,Communication,77002,Above
Resource One Credit Union,banks,Financial Services,29.828625,5,-95.435041,Yelp,Communication,77018,Above
Univision,televisionstations,Alerts & Warnings,29.7279726,5,-95.464885,Yelp,Communication,77027,Above
Chase Bank,banks,Financial Services,29.701894975541897,5,-95.40157451296179,Yelp,Communication,77030,Above
KBXX 97.9 The Box,radiostations,Alerts & Warnings,29.730529999999998,5,-95.44086999999999,Yelp,Communication,77046,Above
Wells Fargo Bank,banks,Financial Services,29.828621000000002,5,-95.431152,Yelp,Communication,77018,Above
Wells Fargo Bank,banks,Financial Services,29.7754097,5,-95.3819733,Yelp,Communication,77201,Above
Houston Public Media TV 8,televisionstations,Alerts & Warnings,29.7263925,5,-95.3393635,Yelp,Communication,77003,Above
Bank of America,banks,Financial Services,29.733079999999998,5,-95.4411,Yelp,Communication,77046,Above
Bank of America,banks,Financial Services,29.7497119903564,5,-95.4667739868164,Yelp,Communication,77056,Above
Wells Fargo Bank,banks,Financial Services,29.72625,5,-95.41903,Yelp,Communication,77098,Above
J.P. Morgan Private Bank,banks,Financial Services,29.7589456375738,5,-95.3637466729015,Yelp,Communication,77010,Above
Vista Bank Texas,banks,Financial Services,29.754759999999997,5,-95.36985,Yelp,Communication,77002,Above
Chase Bank,banks,Financial Services,29.75057,5,-95.46263990000001,Yelp,Communication,77056,Above
IBC Bank,banks,Financial Services,29.73745,5,-95.39069,Yelp,Communication,77006,Above
Chase Bank,banks,Financial Services,29.722834000000002,5,-95.418131,Yelp,Communication,77005,Above
Space City Credit Union,banks,Financial Services,29.750150800000004,5,-95.343721,Yelp,Communication,77003,Above
Bank of America,banks,Financial Services,29.691298653866703,5,-95.4155264580521,Yelp,Communication,77054,Above
Bank of America,banks,Financial Services,29.760540000000002,5,-95.36631,Yelp,Communication,77201,Above
BB&T,banks,Financial Services,29.7329101646546,5,-95.419101630821,Yelp,Communication,77098,Above
Enterprise Bank,banks,Financial Services,29.734709999999996,5,-95.42498990000001,Yelp,Communication,77098,Above
Bank of Texas,banks,Financial Services,29.722744899999995,5,-95.4190329,Yelp,Communication,77005,Above
Wells Fargo Bank,banks,Financial Services,29.708222999999997,5,-95.40271,Yelp,Communication,77030,Above
Whitney Bank,banks,Financial Services,29.729725,5,-95.437345,Yelp,Communication,77046,Above
Iberia Bank,banks,Financial Services,29.7058392,5,-95.4178314,Yelp,Communication,77030,Above
Chase Bank,banks,Financial Services,29.820519969598,5,-95.46467828289327,Yelp,Communication,77092,Above
CBS Sports Radio 650,radiostations,Alerts & Warnings,29.730529999999998,5,-95.44086999999999,Yelp,Communication,77046,Above
Bank of America,banks,Financial Services,29.819702799999998,5,-95.4656428,Yelp,Communication,77092,Above
BBVA Compass,banks,Financial Services,29.82743,5,-95.43092,Yelp,Communication,77018,Above
Wells Fargo Bank,banks,Financial Services,29.7414494,5,-95.4420166,Yelp,Communication,77027,Above
MIX 96.5 FM KHMX,radiostations,Alerts & Warnings,29.7305298,5,-95.4408722,Yelp,Communication,77046,Above
Unity National Bank,banks,Financial Services,29.723240000000004,5,-95.37083,Yelp,Communication,77004,Above
Chase Bank,banks,Financial Services,29.701604,5,-95.361457,Yelp,Communication,77021,Above
KHPT 106.9 FM,radiostations,Alerts & Warnings,29.745459999999998,5,-95.46318000000001,Yelp,Communication,77056,Above
Regions Bank,banks,Financial Services,29.790602754089107,5,-95.40091384785259,Yelp,Communication,77008,Above
Chase Bank,banks,Financial Services,29.829029,5,-95.42936,Yelp,Communication,77018,Above
Smart Financial Credit Union,banks,Financial Services,29.7291585,5,-95.45339399999999,Yelp,Communication,77027,Above
Chase Bank,banks,Financial Services,29.816968,5,-95.410881,Yelp,Communication,77008,Above
Bank of America,banks,Financial Services,29.725811,5,-95.419036,Yelp,Communication,77098,Above
Bank of America,banks,Financial Services,29.7851771672708,5,-95.46761564457519,Yelp,Communication,77055,Above
First Service Credit Union,banks,Financial Services,29.757870862343502,5,-95.36735806614159,Yelp,Communication,77010,Above
Chase Bank,banks,Financial Services,29.787365,5,-95.467537,Yelp,Communication,77055,Above
Wells Fargo Bank,banks,Financial Services,29.753050580620798,5,-95.45948155224319,Yelp,Communication,77056,Above
Chase Bank,banks,Financial Services,29.7381843,5,-95.4173719,Yelp,Communication,77098,Above
Country Legends 97.1,radiostations,Alerts & Warnings,29.745459999999998,5,-95.46318000000001,Yelp,Communication,77056,Above
Bayou City Federal Credit Union,banks,Financial Services,29.713924,5,-95.39827,Yelp,Communication,77030,Above
Chase Bank,banks,Financial Services,29.761896999999998,5,-95.417795,Yelp,Communication,77007,Above
Wells Fargo Bank,banks,Financial Services,29.705659000000004,5,-95.42705,Yelp,Communication,77030,Above
Wells Fargo Bank,banks,Financial Services,29.749209999999998,5,-95.46599,Yelp,Communication,77056,Above
700 Plus Credit,banks,Financial Services,29.67855,5,-95.4199,Yelp,Communication,77054,Above
PLS Check Cashers,banks,Financial Services,29.715940000000003,5,-95.31560999999999,Yelp,Communication,77023,Below
Bank of America,banks,Financial Services,29.701851,5,-95.360948,Yelp,Communication,77021,Above
Wells Fargo Bank,banks,Financial Services,29.7555,5,-95.3616,Yelp,Communication,77010,Above
Regions Bank,banks,Financial Services,29.74261,5,-95.42574,Yelp,Communication,77046,Above
Chase Bank,banks,Financial Services,29.7555,5,-95.3627,Yelp,Communication,77010,Above
Khcb-Christian Radio,radiostations,Alerts & Warnings,29.7266693115234,5,-95.41588592529301,Yelp,Communication,77098,Above
First Convenience Bank,banks,Financial Services,29.8283849,5,-95.43172,Yelp,Communication,77018,Above
Wells Fargo Bank,banks,Financial Services,29.758531916509103,5,-95.3682228390785,Yelp,Communication,77201,Above
U M W Scottish Rite Grand Ldg Af & Am of Texas,radiostations,Alerts & Warnings,29.755975,5,-95.378974,Yelp,Communication,77002,Above
Smart Financial Credit Union,banks,Financial Services,29.8086727101295,5,-95.44356465339659,Yelp,Communication,77008,Above
Chase Bank,banks,Financial Services,29.753389000000002,5,-95.404505,Yelp,Communication,77019,Above
BBVA Compass,banks,Financial Services,29.756840000000004,5,-95.36565999999999,Yelp,Communication,77010,Above
AIG American General Companies,banks,Financial Services,29.7598,5,-95.39546999999999,Yelp,Communication,77019,Above
Channel 13 KTRK TV,televisionstations,Alerts & Warnings,29.75703,5,-95.35661999999999,Yelp,Communication,77010,Above
Cadence Bank - Houston,banks,Financial Services,29.74887,5,-95.41416,Yelp,Communication,77019,Above
Bank of America,banks,Financial Services,29.674750851465696,5,-95.28945513052021,Yelp,Communication,77087,Above
JSC FCU,banks,Financial Services,29.6943363547325,5,-95.26566110551359,Yelp,Communication,77017,Above
PlainsCapital Bank,banks,Financial Services,29.733559999999997,5,-95.42271,Yelp,Communication,77098,Above
Capital One Bank,banks,Financial Services,29.775280213525,5,-95.3894336521626,Yelp,Communication,77007,Above
Radio One,radiostations,Alerts & Warnings,29.730221000000004,5,-95.44081729999999,Yelp,Communication,77046,Above
Post Oak Bank,banks,Financial Services,29.74646,5,-95.45776,Yelp,Communication,77027,Above
Bank of America,banks,Financial Services,29.68588410000001,5,-95.4620311,Yelp,Communication,77096,Below
Prosperity Bank,banks,Financial Services,29.7279689451622,5,-95.39150901138781,Yelp,Communication,77006,Above
BBVA Compass,banks,Financial Services,29.6960144263412,5,-95.4014391406008,Yelp,Communication,77030,Above
Capital One Bank,banks,Financial Services,29.7507462,5,-95.3771056,Yelp,Communication,77002,Above
People's Trust Federal Credit Union,banks,Financial Services,29.7541427612305,5,-95.3500518798828,Yelp,Communication,77003,Above
Wells Fargo Bank,banks,Financial Services,29.6586532592773,5,-95.35668182373051,Yelp,Communication,77051,Below
BBVA Compass,banks,Financial Services,29.716732535432,5,-95.4336029291153,Yelp,Communication,77005,Above
Wells Fargo Bank,banks,Financial Services,29.819128999999997,5,-95.464924,Yelp,Communication,77092,Above
Woodforest National Bank,banks,Financial Services,29.720382,5,-95.340977,Yelp,Communication,77021,Above
Houston Highway Credit Union,banks,Financial Services,29.7821722,5,-95.43535899999999,Yelp,Communication,77008,Above
Capital One Bank,banks,Financial Services,29.72794549947589,5,-95.42827925180059,Yelp,Communication,77046,Above
IBC Bank,banks,Financial Services,29.7217293,5,-95.4179993,Yelp,Communication,77005,Above
First Citizens Bank,banks,Financial Services,29.741474,5,-95.461425,Yelp,Communication,77027,Above
Frost Bank,banks,Financial Services,29.74997,5,-95.46225,Yelp,Communication,77056,Above
Chase Bank,banks,Financial Services,29.721067572618107,5,-95.3786605596542,Yelp,Communication,77004,Above
KRIV Fox 26,televisionstations,Alerts & Warnings,29.728336,5,-95.446853,Yelp,Communication,77046,Above
Chase Bank,banks,Financial Services,29.7006998905015,5,-95.2974124252796,Yelp,Communication,77087,Above
BBVA Compass,banks,Financial Services,29.802659999999996,5,-95.39958,Yelp,Communication,77008,Above
Regions,banks,Financial Services,29.747759999999996,5,-95.45179,Yelp,Communication,77027,Above
Chase Bank,banks,Financial Services,29.842055,5,-95.384794,Yelp,Communication,77076,Above
BBVA Compass,banks,Financial Services,29.7256755828857,5,-95.42737579345699,Yelp,Communication,77098,Above
Wells Fargo Bank,banks,Financial Services,29.701759999999997,5,-95.29658,Yelp,Communication,77087,Above
TDECU,banks,Financial Services,29.7298877659479,5,-95.4366659489349,Yelp,Communication,77046,Above
Chase Bank,banks,Financial Services,29.8703,5,-95.385346,Yelp,Communication,77076,Above
Chase Bank,banks,Financial Services,29.728753,5,-95.428618,Yelp,Communication,77046,Above
Bank of America,banks,Financial Services,29.86872,5,-95.32979,Yelp,Communication,77093,Above
Bank of America,banks,Financial Services,29.69637,5,-95.29901,Yelp,Communication,77087,Above
Wells Fargo Bank,banks,Financial Services,29.847652435302702,5,-95.3347015380859,Yelp,Communication,77093,Above
Enterprise Bank,banks,Financial Services,29.812081,5,-95.42371120000001,Yelp,Communication,77008,Above
Prosperity Bank-Medical Center,banks,Financial Services,29.699154999999998,5,-95.409683,Yelp,Communication,77030,Above
Harris County Federal Credit Union,banks,Financial Services,29.760555896297397,5,-95.35599273538372,Yelp,Communication,77010,Above
TIAA Financial Services,banks,Financial Services,29.715104999999998,5,-95.397329,Yelp,Communication,77030,Above
Chase Bank,banks,Financial Services,29.687501,5,-95.45800899999999,Yelp,Communication,77401,Above
Amegy Bank,banks,Financial Services,29.7058242319623,5,-95.41306290775542,Yelp,Communication,77030,Above
Bank of America,banks,Financial Services,29.7064549,5,-95.4040368,Yelp,Communication,77030,Above
IBC Bank,banks,Financial Services,29.744234085082997,5,-95.4669952392578,Yelp,Communication,77056,Above
BBVA Compass,banks,Financial Services,29.688851,5,-95.464363,Yelp,Communication,77401,Above
Chase Bank,banks,Financial Services,29.6733007900094,5,-95.2871583402157,Yelp,Communication,77087,Above
BBVA Compass,banks,Financial Services,29.80632,5,-95.45947,Yelp,Communication,77092,Above
Smart Financial Credit Union,banks,Financial Services,29.698726,5,-95.320373,Yelp,Communication,77087,Above
Chase Bank,banks,Financial Services,29.75765,5,-95.370356,Yelp,Communication,77002,Above
SIGA Broadcasting,radiostations,Alerts & Warnings,29.7943653,5,-95.4093895,Yelp,Communication,77008,Above
Chase Bank,banks,Financial Services,29.7351592261063,5,-95.3065118193626,Yelp,Communication,77011,Above
Amazing FM,radiostations,Alerts & Warnings,29.745626,5,-95.36577,Yelp,Communication,77002,Above
KBME 790 Sports Radio,radiostations,Alerts & Warnings,29.7438259124756,5,-95.3877944946289,Yelp,Communication,77006,Above
BBVA Compass,banks,Financial Services,29.7148037214688,5,-95.41544035077101,Yelp,Communication,77005,Above
BBVA Compass,banks,Financial Services,29.777352,5,-95.283710360527,Yelp,Communication,77020,Above
Wells Fargo Bank,banks,Financial Services,29.797009999999997,5,-95.34123000000001,Yelp,Communication,77026,Above
Origin Bank,banks,Financial Services,29.724459999999997,5,-95.41894,Yelp,Communication,77005,Above
BBVA Compass,banks,Financial Services,29.74792,5,-95.41816999999999,Yelp,Communication,77019,Above
Wide Open Spaces W / Roark,radiostations,Alerts & Warnings,29.743084000000003,5,-95.386696,Yelp,Communication,77006,Above
BBVA Compass,banks,Financial Services,29.735190999999997,5,-95.30031059999999,Yelp,Communication,77011,Above
Woodforest National Bank,banks,Financial Services,29.715597,5,-95.316963,Yelp,Communication,77023,Below
Sentinel Trust Company,banks,Financial Services,29.74792,5,-95.41816999999999,Yelp,Communication,77019,Above
IBC Bank,banks,Financial Services,29.7209206,5,-95.4187775,Yelp,Communication,77005,Above
Greater Texas Credit Union,banks,Financial Services,29.736390000000004,5,-95.31873,Yelp,Communication,77011,Above
Chase Bank,banks,Financial Services,29.719079999999998,5,-95.33763,Yelp,Communication,77023,Below
Amegy Bank,banks,Financial Services,29.733132,5,-95.43548299999999,Yelp,Communication,77046,Above
Chase Bank,banks,Financial Services,29.738946999999996,5,-95.44191500000001,Yelp,Communication,77027,Above
Prosperity Bank,banks,Financial Services,29.8704261779785,5,-95.32666015625,Yelp,Communication,77093,Above
Southern Federal Credit Union,banks,Financial Services,29.730842,5,-95.4304024,Yelp,Communication,77046,Above
Caprock Funding,banks,Financial Services,29.785163,5,-95.444999,Yelp,Communication,77008,Above
BBVA Compass,banks,Financial Services,29.74327558590089,5,-95.4615461826324,Yelp,Communication,77056,Above
Chase Bank,banks,Financial Services,29.758771999999997,5,-95.36396500000001,Yelp,Communication,77010,Above
Barclays Bank,banks,Financial Services,29.7556036,5,-95.3616268,Yelp,Communication,77010,Above
Wells Fargo Bank,banks,Financial Services,29.819322600000003,5,-95.4653244,Yelp,Communication,77092,Above
Integrity Bank Ssb,banks,Financial Services,29.7701935,5,-95.4019656,Yelp,Communication,77007,Above
Chase Bank,banks,Financial Services,29.77663710000001,5,-95.31615240000001,Yelp,Communication,77020,Above
Hancock Whitney Bank,banks,Financial Services,29.73555,5,-95.41934,Yelp,Communication,77098,Above
Comerica Bank,banks,Financial Services,29.7425431898425,5,-95.4180998084626,Yelp,Communication,77019,Above
Chase Bank,banks,Financial Services,29.710804,5,-95.40022834204821,Yelp,Communication,77030,Above
Cadence Bank - West University,banks,Financial Services,29.72005,5,-95.41819,Yelp,Communication,77005,Above
Central Bank,banks,Financial Services,29.748416900634798,5,-95.3736419677734,Yelp,Communication,77002,Above
Wells Fargo Bank,banks,Financial Services,29.7415858,5,-95.4413853,Yelp,Communication,77027,Above
BBVA Compass,banks,Financial Services,29.73302,5,-95.4419,Yelp,Communication,77046,Above
Prosperity Bancshares,banks,Financial Services,29.74642,5,-95.45092,Yelp,Communication,77027,Above
BBVA Compass,banks,Financial Services,29.84525,5,-95.38403000000001,Yelp,Communication,77076,Above
Graphic Arts Credit Union,banks,Financial Services,29.804909999999996,5,-95.45151,Yelp,Communication,77008,Above
Texas Citizens Bank,banks,Financial Services,29.717055272778698,5,-95.43362120725621,Yelp,Communication,77005,Above
Regions Bank,banks,Financial Services,29.8637695,5,-95.4054718,Yelp,Communication,77076,Above
Capital Bank,banks,Financial Services,29.7099832395702,5,-95.2779992485315,Yelp,Communication,77012,Below
Wells Fargo,banks,Financial Services,29.723701111107307,5,-95.4410091150963,Yelp,Communication,77046,Above
BBVA Compass,banks,Financial Services,29.713829999999998,5,-95.45526,Yelp,Communication,77401,Above
Wellsfargo,banks,Financial Services,29.7754097,5,-95.3819733,Yelp,Communication,77201,Above
Wells Fargo Bank,banks,Financial Services,29.736890000000002,5,-95.305,Yelp,Communication,77011,Above
Frost Bank,banks,Financial Services,29.758043289184602,5,-95.36544799804692,Yelp,Communication,77010,Above
TDECU,banks,Financial Services,29.757401707351303,5,-95.3649706300803,Yelp,Communication,77010,Above
Frost,banks,Financial Services,29.742399,5,-95.41690899999999,Yelp,Communication,77019,Above
Chartway Federal Credit Union,banks,Financial Services,29.754920000000002,5,-95.37264,Yelp,Communication,77002,Above
Amerant Bank,banks,Financial Services,29.737360623358498,5,-95.4109898992692,Yelp,Communication,77098,Above
Tradition Bank,banks,Financial Services,29.7279834747314,5,-95.3915252685547,Yelp,Communication,77006,Above
Houston Texas Fire Fighters Federal Credit Union,banks,Financial Services,29.777781074205198,5,-95.40406964839322,Yelp,Communication,77007,Above
Mutual of Omaha Bank,banks,Financial Services,29.75291510000001,5,-95.40781070000001,Yelp,Communication,77019,Above
Spectrum Credit Union,banks,Financial Services,29.73379000000001,5,-95.46478499999999,Yelp,Communication,77027,Above
Cadence Bank - Williams Tower Branch,banks,Financial Services,29.737076899999998,5,-95.46221829999999,Yelp,Communication,77027,Above
Santander Private Banking,banks,Financial Services,29.7405493,5,-95.4634637,Yelp,Communication,77056,Above
Capital One Bank,banks,Financial Services,29.727960501803498,5,-95.4282814264298,Yelp,Communication,77046,Above
First Convenience Bank,banks,Financial Services,29.693440000000002,5,-95.32807,Yelp,Communication,77087,Above
Houston Metropolitan Federal Credit Union,banks,Financial Services,29.845250800000002,5,-95.39013270000001,Yelp,Communication,77076,Above
Wells Fargo Bank,banks,Financial Services,29.671534,5,-95.46086899999999,Yelp,Communication,77096,Below
KKBQ 93-Q Country,radiostations,Alerts & Warnings,29.745459999999998,5,-95.46318000000001,Yelp,Communication,77056,Above
Bank of America,banks,Financial Services,29.87073,5,-95.41194,Yelp,Communication,77091,Below
Chase Bank,banks,Financial Services,29.674711,5,-95.26567800000001,Yelp,Communication,77017,Above
Frost Bank,banks,Financial Services,29.706459033792505,5,-95.460844999825,Yelp,Communication,77401,Above
Wells Fargo Bank,banks,Financial Services,29.706211,5,-95.46826899999999,Yelp,Communication,77401,Above
George Bush Intercontinental Airport,houston airport,Aviation,29.990219899999996,6,-95.3367827,Google,Transportation,77032,Above
William P. Hobby Airport,houston airport,Aviation,29.6459077,6,-95.2769054,Google,Transportation,77061,Above
West Houston Airport,houston airport,Aviation,29.8155684,6,-95.67365229999999,Google,Transportation,77084,Below
Signature Flight Support IAH - George Bush Intercontinental/Houston Airport,houston airport,Aviation,29.967846,6,-95.35271550000002,Google,Transportation,77032,Above
Houston Southwest Airport,houston airport,Aviation,29.507566399999998,6,-95.4680578,Google,Transportation,77545,Below
Houston Spaceport,houston airport,Aviation,29.603919399999995,6,-95.1759009,Google,Transportation,77034,Below
Houston Airport System Administration Building,houston airport,Aviation,29.9652038,6,-95.3345156,Google,Transportation,77032,Above
Port Houston,houston port,Maritime,29.729996999999997,6,-95.272407,Google,Transportation,77012,Below
Port of Houston Authority,houston port,Maritime,29.682058,6,-94.9935,Google,Transportation,77571,Above
Houston Ship Channel,houston port,Maritime,29.757672999999997,6,-95.2924462,Google,Transportation,77011,Above
